Priority Rank,Suggested Priority,Priority Reason,Class,Module Category,Generated CSV,Todo Status,Class Symbol Status,Y Count,N Count,Partial Count,Open Items,Total Items,Completion Percent,Source,Binding,Class Note
1,High,Already exported in Python with a small remaining API gap,InterestOperatorFactory,Control Networks,control_interest_operator_factory_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/control/objs/InterestOperatorFactory/InterestOperatorFactory.h,src/control/bind_interest_operator_factory.cpp,2026-03-27 exposed create static factory methods in bind_interest_operator_factory.cpp
1,High,Already exported in Python with a small remaining API gap,LidarControlPoint,Control Networks,control_lidar_control_point_methods.csv,Converted,Y,12,0,0,0,12,100.00,isis/src/control/objs/LidarControlPoint/LidarControlPoint.h,src/control/bind_control_core.cpp,2026-04-10 exposedconstructor/range/sigma/time/simultaneous methods; inherits ControlPoint in src/control/bind_control_core.cpp
1,High,Already exported in Python with a small remaining API gap,MeasureValidationResults,Control Networks,control_measure_validation_results_methods.csv,Converted,Y,11,0,0,0,11,100.00,isis/src/control/objs/ControlNetValidMeasure/MeasureValidationResults.h,isis_pybind_standalone/src/control/bind_control_core.cpp,2026-03-21 exposed validation-state/failure-message/string-formatting interfaces in bind_control_core.cpp
1,High,Already exported in Python with a small remaining API gap,ObservationNumber,Control Networks,base_observation_number_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/base/objs/ObservationNumber/ObservationNumber.h,isis_pybind_standalone/src/base/bind_base_support.cpp,2026-03-21 exposed compose(...) and possible_serial(...) in bind_base_support.cpp
1,High,Already exported in Python with a small remaining API gap,SerialNumber,Control Networks,base_serial_number_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/base/objs/SerialNumber/SerialNumber.h,isis_pybind_standalone/src/base/bind_base_support.cpp,2026-03-21 exposed compose(...) and compose_observation(...) in bind_base_support.cpp
1,High,Already exported in Python with a small remaining API gap,SerialNumberList,Control Networks,base_serial_number_list_methods.csv,Converted,Y,18,0,0,0,18,100.00,isis/src/base/objs/SerialNumberList/SerialNumberList.h,isis_pybind_standalone/src/base/bind_base_support.cpp,2026-03-21 exposed constructor/add-remove/query/index/observation-number helper interfaces in bind_base_support.cpp
1,High,Already exported in Python with a small remaining API gap,SsiCamera,Galileo,galileo_ssi_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/galileo/objs/SsiCamera/SsiCamera.h,src/mission/bind_mission_cameras.cpp,2026-04-07 exposed Cube constructor and shutter_open_close_times/CK/SPK interfaces in src/mission/bind_mission_cameras.cpp
1,High,Already exported in Python with a small remaining API gap,Intercept,Geometry,base_intercept_methods.csv,Converted,Y,11,0,0,0,11,100.00,reference/upstream_isis/src/base/objs/Intercept/Intercept.h,isis_pybind_standalone/src/base/bind_base_shape_support.cpp,2026-04-08 completed Intercept binding ctor clone paths and supplemental unit tests
1,High,Already exported in Python with a small remaining API gap,Interpolator,Geometry,base_interpolator_methods.csv,Converted,Y,9,0,0,0,9,100.00,isis/src/base/objs/Interpolator/Interpolator.h,src/base/bind_base_geometry.cpp,bind_base_geometry.cpp exposed
1,High,Already exported in Python with a small remaining API gap,Reduce,Geometry,base_reduce_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/Reduce/Reduce.h,isis_pybind_standalone/src/base/bind_base_geometry.cpp,bind_base_geometry.cpp exposed
1,High,Already exported in Python with a small remaining API gap,Stereo,Geometry,base_stereo_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/base/objs/Stereo/Stereo.h,isis_pybind_standalone/src/base/bind_base_geometry.cpp,2026-04-08 exposed Stereo constructor and elevation/spherical/rectangular static interfaces; added tests/unitTest/stereo_unit_test.py and smoke coverage in src/base/bind_base_geometry.cpp
1,High,Already exported in Python with a small remaining API gap,UniversalGroundMap,Geometry,base_universal_ground_map_methods.csv,Converted,Y,19,0,0,0,19,100.00,isis/src/base/objs/UniversalGroundMap/UniversalGroundMap.h,isis_pybind_standalone/src/base/bind_base_ground_map.cpp,abstract base class/pure-virtual interface; base exported symbols
1,High,Already exported in Python with a small remaining API gap,HayabusaAmicaCamera,Hayabusa,hayabusa_hayabusa_amica_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/hayabusa/objs/HayabusaAmicaCamera/HayabusaAmicaCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposedconstructor/shutter timing/SPICE IDs, and added focused unit tests and smoke coverage in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,HayabusaNirsCamera,Hayabusa,hayabusa_hayabusa_nirs_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/hayabusa/objs/HayabusaNirsCamera/HayabusaNirsCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposedconstructor/shutter timing/SPICE IDs, and adapted PixelIfovOffsets to Python list[tuple] in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,NirsDetectorMap,Hayabusa,hayabusa_nirs_detector_map_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/hayabusa/objs/HayabusaNirsCamera/NirsDetectorMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposedconstructor/set_exposure_duration/exposure_duration, and added focused unit tests in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,Hyb2OncCamera,Hayabusa2,hayabusa2_hyb2_onc_camera_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/hayabusa2/objs/Hyb2OncCamera/Hyb2OncCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposedconstructor/shutter timing/SPICE IDs, and added focused unit tests; real mission fixtures still need expansion in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,Hyb2OncDistortionMap,Hayabusa2,hayabusa2_hyb2_onc_distortion_map_methods.csv,Converted,Y,1,0,0,0,1,100.00,isis/src/hayabusa2/objs/Hyb2OncCamera/Hyb2OncDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 exposedconstructor/set_focal_plane/set_undistorted_focal_plane, and added focused unit tests in bind_mission_cameras.cpp"
1,High,Already exported in Python with a small remaining API gap,ExportDescription,High Level Cube I/O,base_export_description_methods.csv,Converted,Y,20,0,0,0,20,100.00,isis/src/base/objs/ExportDescription/ExportDescription.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,already in high-level cube io exported in the high-level binding
1,High,Already exported in Python with a small remaining API gap,JP2Error,High Level Cube I/O,base_jp2_error_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/JP2Error/JP2Error.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,already in high-level cube io exported in the high-level binding
1,High,Already exported in Python with a small remaining API gap,JP2Exporter,High Level Cube I/O,base_jp2_exporter_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/JP2Exporter/JP2Exporter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,2026-04-11 exposedconstructors and write/canWriteFormat methods; inherits StreamExporter and ImageExporter in bind_high_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,JP2Importer,High Level Cube I/O,base_jp2_importer_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/base/objs/JP2Importer/JP2Importer.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,2026-04-11 exposed; inherits ImageImporter; constructor/format queriesmethods in bind_high_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,ProcessImportFits,High Level Cube I/O,base_process_import_fits_methods.csv,Converted,Y,7,0,0,0,7,100.00,isis/src/base/objs/ProcessImportFits/ProcessImportFits.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,many process/callback interfaces
1,High,Already exported in Python with a small remaining API gap,ProcessImportVicar,High Level Cube I/O,base_process_import_vicar_methods.csv,Converted,Y,2,0,0,0,2,100.00,isis/src/base/objs/ProcessImportVicar/ProcessImportVicar.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,many process/callback interfaces
1,High,Already exported in Python with a small remaining API gap,QtExporter,High Level Cube I/O,base_qt_exporter_methods.csv,Converted,Y,7,0,0,0,7,100.00,isis/src/base/objs/QtExporter/QtExporter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,"2026-04-11 exposedconstructors, setGrayscale/setRgb/setRgba, write, canWriteFormat methods; inherits ImageExporter in bind_high_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,QtImporter,High Level Cube I/O,base_qt_importer_methods.csv,Converted,Y,5,0,0,0,5,100.00,isis/src/base/objs/QtImporter/QtImporter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,2026-04-11 exposedconstructors and format-query methods; inherits ImageImporter in bind_high_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,SubArea,High Level Cube I/O,base_sub_area_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/SubArea/SubArea.h,src/bind_high_level_cube_io.cpp,"2026-04-09 exposed set_sub_area/update_label, and added focused unit tests and smoke coverage in src/bind_high_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,TiffExporter,High Level Cube I/O,base_tiff_exporter_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/TiffExporter/TiffExporter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,2026-04-11 exposedconstructors and write/canWriteFormat methods; inherits StreamExporter and ImageExporter in bind_high_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,TiffImporter,High Level Cube I/O,base_tiff_importer_methods.csv,Converted,Y,6,0,0,0,6,100.00,isis/src/base/objs/TiffImporter/TiffImporter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,"2026-04-11 exposedconstructors, convertProjection, format queriesmethods; inherits ImageImporter in bind_high_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,JunoCamera,Juno,juno_juno_camera_methods.csv,Converted,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/juno/objs/JunoCamera/JunoCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 exposed Cube constructor and shutter_open_close_times/CK/SPK interfaces in src/mission/bind_mission_cameras.cpp
1,High,Already exported in Python with a small remaining API gap,JunoDistortionMap,Juno,juno_juno_distortion_map_methods.csv,Converted,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/juno/objs/JunoCamera/JunoDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 exposedconstructors and SetDistortion/SetFocalPlane/SetUndistortedFocalPlane in src/mission/bind_mission_cameras.cpp
1,High,Already exported in Python with a small remaining API gap,AlphaCube,Low Level Cube I/O,base_alpha_cube_methods.csv,Converted,Y,14,0,0,0,14,100.00,isis/src/base/objs/AlphaCube/AlphaCube.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,BandManager,Low Level Cube I/O,base_band_manager_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/BandManager/BandManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,2026-03-21 exposedconstructor and set_band(...) in bind_low_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,Blobber,Low Level Cube I/O,base_blobber_methods.csv,Converted,Y,14,0,0,0,14,100.00,reference/upstream_isis/src/base/objs/Blobber/Blobber.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposedconstructor/metadata/load/deepcopy/2D-index interfaces, and also added the Cube.read_table()/write(Table) helper; focused unit tests in tests/unitTest/low_level_cube_io_unit_test.py; smoke symbol coverage added in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,BoxcarManager,Low Level Cube I/O,base_boxcar_manager_methods.csv,Converted,Y,12,0,0,0,12,100.00,isis/src/base/objs/BoxcarManager/BoxcarManager.h,src/bind_low_level_cube_io.cpp,"2026-03-29 exposedconstructors, inherits BufferManager iterator methods in bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,Brick,Low Level Cube I/O,base_brick_methods.csv,Converted,Y,10,0,0,0,10,100.00,isis/src/base/objs/Brick/Brick.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,watch memory lifetime and data-view mapping
1,High,Already exported in Python with a small remaining API gap,CubeAttribute,Low Level Cube I/O,base_cube_attribute_methods.csv,Converted,Y,14,0,0,0,14,100.00,reference/upstream_isis/src/base/objs/CubeAttribute/CubeAttribute.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposed LabelAttachment, CubeAttributeInput, CubeAttributeOutput and attribute-string helper, and added focused unit tests and smoke coverage in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,CubeBsqHandler,Low Level Cube I/O,base_cube_bsq_handler_methods.csv,Converted,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/base/objs/Cube/CubeBsqHandler.h,src/bind_low_level_cube_io.cpp,2026-04-09 via a safe QFile-owned wrapper exposedconstructor/update_labels; focused unit tests in tests/unitTest/low_level_cube_io_unit_test.py; smoke symbol coverage added in src/bind_low_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,CubeTileHandler,Low Level Cube I/O,base_cube_tile_handler_methods.csv,Converted,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/base/objs/Cube/CubeTileHandler.h,src/bind_low_level_cube_io.cpp,2026-04-09 via a safe QFile-owned wrapper exposedconstructor/update_labels; focused unit tests in tests/unitTest/low_level_cube_io_unit_test.py; smoke symbol coverage added in src/bind_low_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,LineManager,Low Level Cube I/O,base_line_manager_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/LineManager/LineManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,OriginalLabel,Low Level Cube I/O,base_original_label_methods.csv,Converted,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/base/objs/OriginalLabel/OriginalLabel.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposed OriginalLabel constructor/return_labels/to_blob, and added focused unit tests and smoke coverage in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,OriginalXmlLabel,Low Level Cube I/O,base_original_xml_label_methods.csv,Converted,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/base/objs/OriginalXmlLabel/OriginalXmlLabel.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposed blob/XML round-trip and Python-friendly XML string access, and added focused unit tests and smoke coverage in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,Portal,Low Level Cube I/O,base_portal_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/Portal/Portal.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,watch memory lifetime and data-view mapping
1,High,Already exported in Python with a small remaining API gap,RawCubeChunk,Low Level Cube I/O,base_raw_cube_chunk_methods.csv,Converted,Y,19,0,0,0,19,100.00,reference/upstream_isis/src/base/objs/Cube/RawCubeChunk.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposed RawCubeChunk raw byte chunkaccess/dirty stateinterfaces, and added focused unit tests and smoke coverage in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,RegionalCachingAlgorithm,Low Level Cube I/O,base_regional_caching_algorithm_methods.csv,Converted,Y,2,0,0,0,2,100.00,reference/upstream_isis/src/base/objs/Cube/RegionalCachingAlgorithm.h,src/bind_low_level_cube_io.cpp,"2026-04-09 exposed recommend_chunks_to_free, and added focused unit tests and smoke coverage in src/bind_low_level_cube_io.cpp"
1,High,Already exported in Python with a small remaining API gap,SampleManager,Low Level Cube I/O,base_sample_manager_methods.csv,Converted,Y,3,0,0,0,3,100.00,isis/src/base/objs/SampleManager/SampleManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,TileManager,Low Level Cube I/O,base_tile_manager_methods.csv,Converted,Y,4,0,0,0,4,100.00,isis/src/base/objs/TileManager/TileManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,TrackingTable,Low Level Cube I/O,base_tracking_table_methods.csv,Converted,Y,9,0,0,0,9,100.00,reference/upstream_isis/src/base/objs/TrackingTable/TrackingTable.h,src/bind_low_level_cube_io.cpp,2026-04-09 completed binding all public methods; focused unit tests in tests/unitTest/low_level_cube_io_unit_test.py; smoke symbol coverage added in src/bind_low_level_cube_io.cpp
1,High,Already exported in Python with a small remaining API gap,LoCameraFiducialMap,Lunar Orbiter,lo_lo_camera_fiducial_map_methods.csv,Converted,Y,1,0,0,0,1,100.00,reference/upstream_isis/src/lo/objs/LoCameraFiducialMap/LoCameraFiducialMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 exposed PvlGroup constructor and __repr__ in bind_mission_cameras.cpp
1,High,Already exported in Python with a small remaining API gap,LoHighCamera,Lunar Orbiter,lo_lo_high_camera_methods.csv,Converted,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/lo/objs/LoHighCamera/LoHighCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 exposed Cube constructor, shutter_open_close_times and CK/SPK reference IDs in bind_mission_cameras.cpp"
